DATUM,CAS,SUM_of_MNOZSTVO
09-09-13,1215,15807.4093
09-09-13,1230,15938.39108
09-09-13,1245,15648.10434
09-09-13,1260,15308.37676
09-09-13,1275,15551.02466
09-09-13,1290,15529.20144
09-09-13,1305,15439.40444
09-09-13,1320,15414.486
10-09-13,-105,14745.85207
10-09-13,-90,14632.83151
10-09-13,-75,14303.19244
10-09-13,-60,14031.89896
10-09-13,-45,13838.77507
10-09-13,-30,14173.52404
10-09-13,-15,13970.81994
10-09-13,0,14046.59481
10-09-13,15,13919.07229
10-09-13,30,13963.95023
10-09-13,45,14232.13573
10-09-13,60,14114.76049
10-09-13,75,14119.40471
10-09-13,90,14315.4441
10-09-13,105,14278.34745
10-09-13,120,14358.99633
10-09-13,135,14653.4974
10-09-13,150,14726.02948
10-09-13,165,15141.32259
10-09-13,180,15314.35451
10-09-13,195,15373.0999
10-09-13,210,15332.44672
10-09-13,225,15788.53066
10-09-13,240,16512.90715
10-09-13,255,19037.64164
10-09-13,270,20328.20984
10-09-13,285,21368.56788
10-09-13,300,22563.83776
10-09-13,315,23136.8988
10-09-13,330,23605.31214
10-09-13,345,23515.58097
10-09-13,360,23824.84793
10-09-13,375,23813.70652
10-09-13,390,24210.43723
10-09-13,405,24752.79123
10-09-13,420,25418.51098
10-09-13,435,25100.93188
10-09-13,450,24967.7548
10-09-13,465,24922.92796
10-09-13,480,24880.39053
10-09-13,495,24491.12267
10-09-13,510,24597.22287
10-09-13,525,23774.33806
10-09-13,540,23153.73565
10-09-13,555,22918.99465
10-09-13,570,22707.58336
10-09-13,585,22531.29471
10-09-13,600,22898.50004
10-09-13,615,23353.06903
10-09-13,630,23382.36847
10-09-13,645,23248.6328
10-09-13,660,23065.24255
10-09-13,675,22772.73583
10-09-13,690,22690.77654
10-09-13,705,22517.14549
10-09-13,720,21578.71894
10-09-13,735,21739.2851
10-09-13,750,22084.1618
10-09-13,765,22460.22553
10-09-13,780,22063.46192
10-09-13,795,21732.97346
10-09-13,810,21193.63756
10-09-13,825,21159.95842
10-09-13,840,21108.3693
10-09-13,855,20602.90715
10-09-13,870,20742.67613
10-09-13,885,20719.22865
10-09-13,900,20570.01681
10-09-13,915,20447.99937
10-09-13,930,19791.2421
10-09-13,945,19168.32527
10-09-13,960,18487.03262
10-09-13,975,18982.58413
10-09-13,990,19269.48656
10-09-13,1005,19477.26432
10-09-13,1020,19768.58359
10-09-13,1035,20219.06732
10-09-13,1050,20448.63457
10-09-13,1065,20494.0505
10-09-13,1080,20292.46637
10-09-13,1095,19981.94388
10-09-13,1110,19599.63051
10-09-13,1125,19154.21283
10-09-13,1140,18887.48441
10-09-13,1155,18610.34928
10-09-13,1170,17926.52454
10-09-13,1185,16819.70572
10-09-13,1200,15257.52839
10-09-13,1215,14745.1852
10-09-13,1230,14792.68784
10-09-13,1245,14602.33466
10-09-13,1260,14615.5912
10-09-13,1275,14658.46244
10-09-13,1290,14456.60322
10-09-13,1305,14313.08761
10-09-13,1320,14073.72347
11-09-13,-105,13946.21473
11-09-13,-90,13919.6163
11-09-13,-75,13633.75057
11-09-13,-60,13332.34479
11-09-13,-45,13059.34927
11-09-13,-30,13080.42083
11-09-13,-15,13110.78743
11-09-13,0,13184.70054
11-09-13,15,13127.86846
11-09-13,30,13025.84943
11-09-13,45,13114.6111
11-09-13,60,13423.50895
11-09-13,75,13496.65674
11-09-13,90,13319.08819
11-09-13,105,13438.67317
11-09-13,120,13363.63634
11-09-13,135,13454.41904
11-09-13,150,13735.4461
11-09-13,165,13964.43647
11-09-13,180,14047.60926
11-09-13,195,14336.65558
11-09-13,210,14505.40973
11-09-13,225,14938.55656
11-09-13,240,15935.53949
11-09-13,255,18334.81125
11-09-13,270,20281.34564
11-09-13,285,21428.74218
11-09-13,300,22035.35366
11-09-13,315,23009.27953
11-09-13,330,23693.43814
11-09-13,345,23962.0958
11-09-13,360,24172.39347
11-09-13,375,24254.6501
11-09-13,390,24641.44727
11-09-13,405,25047.9367
11-09-13,420,24882.76825
11-09-13,435,24222.02586
11-09-13,450,24972.26233
11-09-13,465,25019.77423
11-09-13,480,25552.63267
11-09-13,495,25263.57608
11-09-13,510,25009.10142
11-09-13,525,24566.20699
11-09-13,540,23967.7354
11-09-13,555,23755.79754
11-09-13,570,23433.36523
11-09-13,585,23306.98853
11-09-13,600,23919.20963
11-09-13,615,24334.20622
11-09-13,630,24560.001
11-09-13,645,24723.80689
11-09-13,660,24238.65626
11-09-13,675,24068.45615
11-09-13,690,23812.74484
11-09-13,705,23010.00018
11-09-13,720,22259.39881
11-09-13,735,22297.66461
11-09-13,750,22556.09126
11-09-13,765,22294.44168
11-09-13,780,22066.83942
11-09-13,795,21876.97818
11-09-13,810,21568.24598
11-09-13,825,21575.51682
11-09-13,840,21186.54527
11-09-13,855,20911.58514
11-09-13,870,20840.61088
11-09-13,885,20831.32145
11-09-13,900,20893.7322
11-09-13,915,20619.99946
11-09-13,930,20292.89803
11-09-13,945,19453.48518
11-09-13,960,18824.90396
11-09-13,975,19142.58131
11-09-13,990,19251.74692
11-09-13,1005,19533.36361
11-09-13,1020,20034.58075
11-09-13,1035,20238.69952
11-09-13,1050,20283.48731
11-09-13,1065,20337.64251
11-09-13,1080,20170.84701
11-09-13,1095,19702.51033
11-09-13,1110,19321.91949
11-09-13,1125,18925.79736
11-09-13,1140,18611.90571
11-09-13,1155,18229.70741
11-09-13,1170,17638.14904
11-09-13,1185,16693.73407
11-09-13,1200,15442.99655
11-09-13,1215,14961.22658
11-09-13,1230,14890.60908
11-09-13,1245,14600.25288
11-09-13,1260,14627.66644
11-09-13,1275,14301.19258
11-09-13,1290,14172.1871
11-09-13,1305,13989.92573
11-09-13,1320,13816.31067
12-09-13,-105,13506.47937
12-09-13,-90,13509.38122
12-09-13,-75,13493.5333
12-09-13,-60,13054.84929
12-09-13,-45,13011.99013
12-09-13,-30,13123.31066
12-09-13,-15,13032.25204
12-09-13,0,12709.70612
12-09-13,15,12634.01393
12-09-13,30,12713.06577
12-09-13,45,12841.43428
12-09-13,60,13079.16504
12-09-13,75,13277.64078
12-09-13,90,13148.70399
12-09-13,105,13195.69782
12-09-13,120,13125.84841
12-09-13,135,13491.81843
12-09-13,150,13960.36408
12-09-13,165,13835.90398
12-09-13,180,14012.64609
12-09-13,195,14259.39797
12-09-13,210,14481.632
12-09-13,225,14660.10489
12-09-13,240,15492.77379
12-09-13,255,18328.60485
12-09-13,270,19721.53495
12-09-13,285,20821.6941
12-09-13,300,21653.99789
12-09-13,315,22556.1846
12-09-13,330,23239.14137
12-09-13,345,23917.27423
12-09-13,360,24837.20928
12-09-13,375,25007.22173
12-09-13,390,25236.97586
12-09-13,405,25865.71884
12-09-13,420,25818.1165
12-09-13,435,25743.48854
12-09-13,450,25968.10896
12-09-13,465,26009.39396
12-09-13,480,25818.41777
12-09-13,495,25191.20034
12-09-13,510,25218.12375
12-09-13,525,24407.84606
12-09-13,540,23623.21298
12-09-13,555,23225.63276
12-09-13,570,23315.49927
12-09-13,585,23221.52472
12-09-13,600,23506.62272
12-09-13,615,23886.9934
12-09-13,630,23891.11037
12-09-13,645,24291.57467
12-09-13,660,23871.70782
12-09-13,675,23513.20569
12-09-13,690,22790.08226
12-09-13,705,22601.4197
12-09-13,720,22138.29411
12-09-13,735,22781.65906
12-09-13,750,23208.20402
12-09-13,765,23068.25704
12-09-13,780,22712.60323
12-09-13,795,22515.05482
12-09-13,810,22295.99664
12-09-13,825,21774.60775
12-09-13,840,21477.86932
12-09-13,855,21129.25966
12-09-13,870,21394.55205
12-09-13,885,21429.99975
12-09-13,900,21078.35448
12-09-13,915,20926.85794
12-09-13,930,20760.61136
12-09-13,945,19978.61732
12-09-13,960,19448.9066
12-09-13,975,19158.22268
12-09-13,990,19166.46485
12-09-13,1005,19485.66953
12-09-13,1020,20151.75341
12-09-13,1035,20469.66799
12-09-13,1050,20595.32913
12-09-13,1065,20768.7016
12-09-13,1080,20150.41422
12-09-13,1095,19839.63406
12-09-13,1110,19709.88159
12-09-13,1125,19171.71591
12-09-13,1140,18975.98641
12-09-13,1155,18825.09588
12-09-13,1170,18393.18086
12-09-13,1185,17574.76852
12-09-13,1200,16339.01609
12-09-13,1215,15666.77651
12-09-13,1230,15328.30263
12-09-13,1245,15112.34883
12-09-13,1260,14869.34019
12-09-13,1275,14907.98917
12-09-13,1290,14893.60431
12-09-13,1305,14722.6451
12-09-13,1320,14531.19294
13-09-13,-105,14243.70905
13-09-13,-90,14180.35467
13-09-13,-75,13980.22798
13-09-13,-60,13779.67631
13-09-13,-45,13926.7622
13-09-13,-30,13989.69296
13-09-13,-15,14049.83087
13-09-13,0,14052.02174
13-09-13,15,14018.49017
13-09-13,30,13908.68674
13-09-13,45,14036.07155
13-09-13,60,14176.2465
13-09-13,75,14199.24845
13-09-13,90,13903.21646
13-09-13,105,13897.63135
13-09-13,120,13911.00993
13-09-13,135,14063.84159
13-09-13,150,14044.12416
13-09-13,165,13986.98167
13-09-13,180,14196.48404
13-09-13,195,14542.30828
13-09-13,210,14587.72571
13-09-13,225,15099.6087
13-09-13,240,16381.62874
13-09-13,255,18883.71479
13-09-13,270,20490.84043
13-09-13,285,21455.48521
13-09-13,300,22414.62542
13-09-13,315,23447.63634
13-09-13,330,24022.90696
13-09-13,345,24184.84718
13-09-13,360,24174.9662
13-09-13,375,24340.98217
13-09-13,390,24662.8985
13-09-13,405,24483.42671
13-09-13,420,24564.90747
13-09-13,435,24982.45505
13-09-13,450,25146.01086
13-09-13,465,25148.63175
13-09-13,480,25052.89851
13-09-13,495,24986.78066
13-09-13,510,24515.22726
13-09-13,525,23904.25618
13-09-13,540,23219.60594
13-09-13,555,22922.91388
13-09-13,570,23016.86487
13-09-13,585,23113.93329
13-09-13,600,23027.49313
13-09-13,615,23252.4301
13-09-13,630,23281.20175
13-09-13,645,23909.14751
13-09-13,660,24260.01838
13-09-13,675,24003.58545
13-09-13,690,23454.07576
13-09-13,705,22632.91839
13-09-13,720,20755.64641
13-09-13,735,21236.37909
13-09-13,750,21940.96731
13-09-13,765,21939.22767
13-09-13,780,22077.38139
13-09-13,795,21683.00508
13-09-13,810,21150.99696
13-09-13,825,21179.80439
13-09-13,840,20935.96394
13-09-13,855,20239.07299
13-09-13,870,20471.79289
13-09-13,885,20356.61052
13-09-13,900,20380.25438
13-09-13,915,19792.98888
13-09-13,930,19173.42267
13-09-13,945,18819.65675
13-09-13,960,18814.40126
13-09-13,975,18572.97943
13-09-13,990,18599.75516
13-09-13,1005,18492.46057
13-09-13,1020,18676.26636
13-09-13,1035,18745.82836
13-09-13,1050,18929.31951
13-09-13,1065,19167.10216
13-09-13,1080,18655.67869
13-09-13,1095,18597.47625
13-09-13,1110,18110.20601
13-09-13,1125,17742.13225
13-09-13,1140,17460.93035
13-09-13,1155,17099.20301
13-09-13,1170,16443.09937
13-09-13,1185,15296.73443
13-09-13,1200,14028.12918
13-09-13,1215,13425.10202
13-09-13,1230,13580.51424
13-09-13,1245,13142.5575
13-09-13,1260,12889.70373
13-09-13,1275,12562.93261
13-09-13,1290,12259.76135
13-09-13,1305,11911.14763
13-09-13,1320,11878.14251
14-09-13,-105,12016.58268
14-09-13,-90,11892.90886
14-09-13,-75,11841.24383
14-09-13,-60,11596.10035
14-09-13,-45,11704.64273
14-09-13,-30,11552.04147
14-09-13,-15,11616.62417
14-09-13,0,11568.92944
14-09-13,15,11437.45584
14-09-13,30,11389.67359
14-09-13,45,11421.45926
14-09-13,60,11381.45316
14-09-13,75,11467.9359
14-09-13,90,11415.80927
14-09-13,105,11487.62609
14-09-13,120,11493.56433
14-09-13,135,12083.69508
14-09-13,150,12076.87161
14-09-13,165,12313.6641
14-09-13,180,12351.67225
14-09-13,195,12533.96445
14-09-13,210,12786.09421
14-09-13,225,12947.40255
14-09-13,240,13248.54983
14-09-13,255,13697.11617
14-09-13,270,13782.94643
14-09-13,285,13714.90857
14-09-13,300,13595.35426
14-09-13,315,13679.56223
14-09-13,330,13904.60056
14-09-13,345,13891.90305
14-09-13,360,14348.92381
14-09-13,375,14431.82222
14-09-13,390,14533.59522
14-09-13,405,14944.15581
14-09-13,420,15041.61235
14-09-13,435,15159.38406
14-09-13,450,15154.61643
14-09-13,465,15142.31844
14-09-13,480,15116.4012
14-09-13,495,15233.51688
14-09-13,510,15286.44178
14-09-13,525,15234.72279
14-09-13,540,15199.43912
14-09-13,555,15098.29316
14-09-13,570,14893.29012
14-09-13,585,14500.04021
14-09-13,600,14493.06906
14-09-13,615,14372.85721
14-09-13,630,14463.34473
14-09-13,645,14535.99979
14-09-13,660,14407.23268
14-09-13,675,14404.72392
14-09-13,690,14268.60289
14-09-13,705,14119.07681
14-09-13,720,13955.30657
14-09-13,735,13462.49619
14-09-13,750,13422.33258
14-09-13,765,13379.95667
14-09-13,780,13418.92298
14-09-13,795,13276.25408
14-09-13,810,13386.63777
14-09-13,825,13304.9319
14-09-13,840,13492.17945
14-09-13,855,13497.12997
14-09-13,870,13681.59796
14-09-13,885,13711.26296
14-09-13,900,13636.38186
14-09-13,915,13465.1756
14-09-13,930,13244.07466
14-09-13,945,12811.26924
14-09-13,960,12740.38378
14-09-13,975,12875.9891
14-09-13,990,12842.02218
14-09-13,1005,13020.72407
14-09-13,1020,13107.72005
14-09-13,1035,13277.15114
14-09-13,1050,13371.3901
14-09-13,1065,13367.66865
14-09-13,1080,13387.30734
14-09-13,1095,13193.42209
14-09-13,1110,13064.74014
14-09-13,1125,12881.02073
14-09-13,1140,12800.32386
14-09-13,1155,12491.01668
14-09-13,1170,11946.04108
14-09-13,1185,11725.76932
14-09-13,1200,11741.83899
14-09-13,1215,11532.62735
14-09-13,1230,11265.95103
14-09-13,1245,11071.18629
14-09-13,1260,10980.75939
14-09-13,1275,10711.12601
14-09-13,1290,10796.85865
14-09-13,1305,10535.31074
14-09-13,1320,10521.0307
15-09-13,-105,10545.2334
15-09-13,-90,10327.54338
15-09-13,-75,10004.56185
15-09-13,-60,10136.19231
15-09-13,-45,10061.574
15-09-13,-30,9919.38147
15-09-13,-15,9911.214769
15-09-13,0,9890.680596
15-09-13,15,10033.43272
15-09-13,30,9921.784346
15-09-13,45,9849.776683
15-09-13,60,9790.756459
15-09-13,75,10263.35862
15-09-13,90,10158.90687
15-09-13,105,10148.88452
15-09-13,120,10243.39539
15-09-13,135,10256.24359
15-09-13,150,10107.648
15-09-13,165,10130.94786
15-09-13,180,10274.81247
15-09-13,195,10530.88558
15-09-13,210,10589.78533
15-09-13,225,10710.54644
15-09-13,240,11122.82674
15-09-13,255,11370.09884
15-09-13,270,11291.74814
15-09-13,285,11413.26637
15-09-13,300,11429.66493
15-09-13,315,11473.05666
15-09-13,330,11614.4677
15-09-13,345,11836.17805
15-09-13,360,11956.19317
15-09-13,375,12083.01198
15-09-13,390,12176.38072
15-09-13,405,12166.2372
15-09-13,420,12581.81649
15-09-13,435,12563.13455
15-09-13,450,12663.24397
15-09-13,465,12828.99825
15-09-13,480,12769.56968
15-09-13,495,12851.85361
15-09-13,510,12851.62265
15-09-13,525,12750.32047
15-09-13,540,12838.87398
15-09-13,555,13022.96268
15-09-13,570,12929.06809
15-09-13,585,12587.33951
15-09-13,600,12276.03245
15-09-13,615,12251.91754
15-09-13,630,12119.10789
15-09-13,645,11812.80693
15-09-13,660,11816.95397
15-09-13,675,12082.06854
15-09-13,690,12172.20476
15-09-13,705,12363.61835
15-09-13,720,12291.79164
15-09-13,735,12256.65102
15-09-13,750,12283.711
15-09-13,765,12243.53904
15-09-13,780,12261.95187
15-09-13,795,12461.73767
15-09-13,810,12466.36586
15-09-13,825,12623.39792
15-09-13,840,12443.48464
15-09-13,855,12707.18928
15-09-13,870,12697.52788
15-09-13,885,12430.72209
15-09-13,900,12376.46661
15-09-13,915,12404.63637
15-09-13,930,12302.88849
15-09-13,945,12228.67908
15-09-13,960,12355.96943
15-09-13,975,12610.94247
15-09-13,990,12669.86805
15-09-13,1005,12784.39924
15-09-13,1020,13041.40891
15-09-13,1035,13368.02917
15-09-13,1050,13302.73347
15-09-13,1065,13387.89326
15-09-13,1080,13496.66122
15-09-13,1095,13256.0126
15-09-13,1110,13128.8278
15-09-13,1125,12855.62172
15-09-13,1140,12747.69116
15-09-13,1155,12858.32738
15-09-13,1170,12781.96605
15-09-13,1185,12880.87439
15-09-13,1200,13272.68878
15-09-13,1215,13650.47549
15-09-13,1230,14073.52615
15-09-13,1245,14144.36001
15-09-13,1260,14179.52143
15-09-13,1275,13893.70706
15-09-13,1290,14010.66423
15-09-13,1305,13824.91653
15-09-13,1320,13963.56709
16-09-13,-105,14018.54518
16-09-13,-90,14011.15073
16-09-13,-75,13796.4294
16-09-13,-60,13332.43947
16-09-13,-45,13244.95002
16-09-13,-30,13272.23575
16-09-13,-15,13520.83483
16-09-13,0,13316.96177
16-09-13,15,13180.56766
16-09-13,30,13147.51704
16-09-13,45,13408.9511
16-09-13,60,13656.10314
16-09-13,75,13584.08452
16-09-13,90,13573.94831
16-09-13,105,13711.7234
16-09-13,120,13917.54716
16-09-13,135,14399.94323
16-09-13,150,14550.57309
16-09-13,165,14951.6435
16-09-13,180,14874.09846
16-09-13,195,15049.06867
16-09-13,210,15113.08047
16-09-13,225,15353.89826
16-09-13,240,16278.19498
16-09-13,255,19269.51962
16-09-13,270,20867.35302
16-09-13,285,21628.51272
16-09-13,300,22247.46752
16-09-13,315,23134.70261
16-09-13,330,24244.53085
16-09-13,345,24667.14083
16-09-13,360,25151.89052
16-09-13,375,25486.11634
16-09-13,390,25576.8016
16-09-13,405,25751.58844
16-09-13,420,26308.77517
16-09-13,435,25852.87583
16-09-13,450,25875.66931
16-09-13,465,26016.37144
16-09-13,480,25874.55528
16-09-13,495,25866.50619
16-09-13,510,25753.07721
16-09-13,525,24910.74539
16-09-13,540,24728.18644
16-09-13,555,24579.42082
16-09-13,570,24317.90133
16-09-13,585,24466.23837
16-09-13,600,24201.98217
16-09-13,615,24899.48797
16-09-13,630,24986.24244
16-09-13,645,25119.77387
16-09-13,660,25093.45275
16-09-13,675,24888.51014
16-09-13,690,24368.11486
16-09-13,705,23628.08117
16-09-13,720,22288.60991
16-09-13,735,22695.14582
16-09-13,750,23071.62487
16-09-13,765,22869.77442
16-09-13,780,22505.30681
16-09-13,795,22732.15308
16-09-13,810,22546.20933
16-09-13,825,22243.16951
16-09-13,840,22169.06818
16-09-13,855,21895.14521
16-09-13,870,21848.13421
16-09-13,885,21738.25135
16-09-13,900,21881.67208
16-09-13,915,21613.84836
16-09-13,930,21138.72638
16-09-13,945,20542.7058
16-09-13,960,20079.65056
16-09-13,975,19799.35621
16-09-13,990,19717.28914
16-09-13,1005,20005.49959
16-09-13,1020,20282.80907
16-09-13,1035,20547.76398
16-09-13,1050,20548.10175
16-09-13,1065,20686.80252
16-09-13,1080,20827.43977
16-09-13,1095,20526.22493
16-09-13,1110,20187.51855
16-09-13,1125,19622.69876
16-09-13,1140,19359.11639
16-09-13,1155,18894.78811
16-09-13,1170,18344.78424
16-09-13,1185,17407.33019
16-09-13,1200,16580.3518
16-09-13,1215,16095.65658
16-09-13,1230,15784.05175
16-09-13,1245,15750.18561
16-09-13,1260,15505.37762
16-09-13,1275,14942.24665
16-09-13,1290,14909.25816
16-09-13,1305,14911.06037
16-09-13,1320,14749.05122
17-09-13,-105,14472.46187
17-09-13,-90,14593.73442
17-09-13,-75,14133.52464
17-09-13,-60,13949.64891
17-09-13,-45,13898.09182
17-09-13,-30,13941.13304
17-09-13,-15,13618.51516
17-09-13,0,13860.9971
17-09-13,15,13877.05658
17-09-13,30,13735.90667
17-09-13,45,13674.90019
17-09-13,60,13657.08843
17-09-13,75,13690.69584
17-09-13,90,13722.14233
17-09-13,105,13673.79754
17-09-13,120,13883.09964
17-09-13,135,14440.89933
17-09-13,150,14439.44857
17-09-13,165,14770.50894
17-09-13,180,14906.1136
17-09-13,195,15279.18547
17-09-13,210,15579.57151
17-09-13,225,16071.72703
17-09-13,240,16979.60282
17-09-13,255,19992.10379
17-09-13,270,21434.10417
17-09-13,285,22169.38313
17-09-13,300,22813.46032
17-09-13,315,24181.19847
17-09-13,330,24605.9473
17-09-13,345,24853.43788
17-09-13,360,25530.42844
17-09-13,375,25632.50028
17-09-13,390,26018.38702
17-09-13,405,26159.1124
17-09-13,420,26703.93981
17-09-13,435,27323.6371
17-09-13,450,27746.76881
17-09-13,465,28056.1236
17-09-13,480,28003.09049
17-09-13,495,27709.82841
17-09-13,510,27791.46699
17-09-13,525,27042.05244
17-09-13,540,26360.08951
17-09-13,555,26296.37917
17-09-13,570,26169.88157
17-09-13,585,25981.09167
17-09-13,600,26288.74461
17-09-13,615,26568.7916
17-09-13,630,26699.65741
17-09-13,645,26406.6911
17-09-13,660,26091.6607
17-09-13,675,25740.97866
17-09-13,690,25900.82168
17-09-13,705,25144.04225
17-09-13,720,24151.63692
17-09-13,735,24234.42112
17-09-13,750,24767.64912
17-09-13,765,24485.62662
17-09-13,780,24417.48703
17-09-13,795,24013.02498
17-09-13,810,24009.48415
17-09-13,825,23376.21319
17-09-13,840,23049.72015
17-09-13,855,22753.83813
17-09-13,870,22471.71855
17-09-13,885,22308.93934
17-09-13,900,22494.50354
17-09-13,915,22462.76688
17-09-13,930,22021.0827
17-09-13,945,20907.93822
17-09-13,960,20305.44295
17-09-13,975,20113.8613
17-09-13,990,20215.02174
17-09-13,1005,20785.82135
17-09-13,1020,21007.97744
17-09-13,1035,21279.36814
17-09-13,1050,21135.71847
17-09-13,1065,21005.70985
17-09-13,1080,20781.61383
17-09-13,1095,20466.66195
17-09-13,1110,19750.26093
17-09-13,1125,19786.80637
17-09-13,1140,19420.63984
17-09-13,1155,19148.99851
17-09-13,1170,18573.08103
17-09-13,1185,17620.78252
17-09-13,1200,16666.63864
17-09-13,1215,16349.22504
17-09-13,1230,16207.57211
17-09-13,1245,15852.04373
17-09-13,1260,15824.7787
17-09-13,1275,15678.3259
17-09-13,1290,15643.63342
17-09-13,1305,15522.476
17-09-13,1320,15229.3679
18-09-13,-105,15045.70114
18-09-13,-90,14901.28203
18-09-13,-75,14422.05149
18-09-13,-60,14192.39024
18-09-13,-45,14115.50271
18-09-13,-30,14329.19686
18-09-13,-15,14620.10691
18-09-13,0,14503.33788
18-09-13,15,14461.43634
18-09-13,30,14378.7829
18-09-13,45,14390.42959
18-09-13,60,14471.36187
18-09-13,75,14557.14167
18-09-13,90,14350.10212
18-09-13,105,14128.25028
18-09-13,120,14125.39867
18-09-13,135,14467.99236
18-09-13,150,14759.8815
18-09-13,165,14835.80784
18-09-13,180,14883.68908
18-09-13,195,15220.47514
18-09-13,210,15529.50512
18-09-13,225,16174.49936
18-09-13,240,17213.86362
18-09-13,255,19860.77417
18-09-13,270,21519.42092
18-09-13,285,22050.85524
18-09-13,300,23117.59785
18-09-13,315,24020.0312
18-09-13,330,24180.68877
18-09-13,345,24569.08535
18-09-13,360,24940.05541
18-09-13,375,25088.27162
18-09-13,390,25172.44408
18-09-13,405,25198.18009
18-09-13,420,25073.53055
18-09-13,435,25573.20649
18-09-13,450,25677.64803
18-09-13,465,25527.092
18-09-13,480,25398.47526
18-09-13,495,25013.48602
18-09-13,510,25223.24021
18-09-13,525,24941.28255
18-09-13,540,24234.74532
18-09-13,555,24001.80895
18-09-13,570,24032.78352
18-09-13,585,24493.60977
18-09-13,600,24883.6027
18-09-13,615,25144.32424
18-09-13,630,25187.52286
18-09-13,645,24763.8738
18-09-13,660,24721.05572
18-09-13,675,24566.72898
18-09-13,690,24136.57027
18-09-13,705,23460.47856
18-09-13,720,22612.32392
18-09-13,735,22988.58504
18-09-13,750,23187.7523
18-09-13,765,23316.64904
18-09-13,780,23053.27487
18-09-13,795,23191.11568
18-09-13,810,22838.23896
18-09-13,825,22421.07644
18-09-13,840,22220.96925
18-09-13,855,21678.55115
18-09-13,870,21583.59365
18-09-13,885,21879.3019
18-09-13,900,21802.14321
18-09-13,915,21352.14555
18-09-13,930,21017.72126
18-09-13,945,20414.62342
18-09-13,960,19677.12546
18-09-13,975,19779.45845
18-09-13,990,20146.76881
18-09-13,1005,20200.03608
18-09-13,1020,20733.90629
18-09-13,1035,21115.28723
18-09-13,1050,21089.50361
18-09-13,1065,21264.48352
18-09-13,1080,20967.92917
18-09-13,1095,20456.2765
18-09-13,1110,20374.08284
18-09-13,1125,20130.51272
18-09-13,1140,19823.47346
18-09-13,1155,19502.79165
18-09-13,1170,18956.82313
18-09-13,1185,18212.19925
18-09-13,1200,16727.51341
18-09-13,1215,16191.70569
18-09-13,1230,15994.1794
18-09-13,1245,15909.26351
18-09-13,1260,15711.95853
18-09-13,1275,15500.86093
18-09-13,1290,15370.91791
18-09-13,1305,15239.23248
18-09-13,1320,15220.90873
19-09-13,-105,14793.62726
19-09-13,-90,14714.42852
19-09-13,-75,14471.21769
19-09-13,-60,14080.4664
19-09-13,-45,14014.96536
19-09-13,-30,14113.05641
19-09-13,-15,14151.319
19-09-13,0,14308.66554
19-09-13,15,14193.12376
19-09-13,30,14158.40109
19-09-13,45,14205.3515
19-09-13,60,14194.43017
19-09-13,75,14304.65748
19-09-13,90,14480.79868
19-09-13,105,14096.87681
19-09-13,120,14692.66581
19-09-13,135,14990.02611
19-09-13,150,15042.86355
19-09-13,165,15107.93602
19-09-13,180,15212.69788
19-09-13,195,15645.32207
19-09-13,210,15903.73066
19-09-13,225,16368.7965
19-09-13,240,17455.70291
19-09-13,255,20291.57743
19-09-13,270,21699.416
19-09-13,285,22850.16706
19-09-13,300,24122.70769
19-09-13,315,25351.91437
19-09-13,330,25492.73455
19-09-13,345,25813.01645
19-09-13,360,26311.39962
19-09-13,375,26059.2625
19-09-13,390,26474.88032
19-09-13,405,26614.69702
19-09-13,420,26714.09152
19-09-13,435,26693.10821
19-09-13,450,27201.7473
19-09-13,465,26751.25377
19-09-13,480,26962.44021
19-09-13,495,26437.61065
19-09-13,510,26280.06382
19-09-13,525,25737.27841
19-09-13,540,25488.46553
19-09-13,555,25232.08576
19-09-13,570,25229.74404
19-09-13,585,25395.9698
19-09-13,600,25472.41522
19-09-13,615,25599.72574
19-09-13,630,25706.93084
19-09-13,645,25651.44908
19-09-13,660,25733.96363
19-09-13,675,25253.09313
19-09-13,690,24945.61442
19-09-13,705,23911.73653
19-09-13,720,22854.80716
19-09-13,735,23256.3273
19-09-13,750,23513.14242
19-09-13,765,23764.74781
19-09-13,780,23216.31862
19-09-13,795,22993.78131
19-09-13,810,22545.20072
19-09-13,825,22216.41683
19-09-13,840,22199.07843
19-09-13,855,22115.37054
19-09-13,870,22295.26367
19-09-13,885,22063.93118
19-09-13,900,21646.53007
19-09-13,915,21464.16966
19-09-13,930,21226.35542
19-09-13,945,20702.81047
19-09-13,960,20058.71169
19-09-13,975,19722.30679
19-09-13,990,19742.88655
19-09-13,1005,20175.30808
19-09-13,1020,20570.17019
19-09-13,1035,21033.50013
19-09-13,1050,20905.5313
19-09-13,1065,20723.56087
19-09-13,1080,20024.89001
19-09-13,1095,19444.44263
19-09-13,1110,19343.74533
19-09-13,1125,19244.11274
19-09-13,1140,19120.29482
19-09-13,1155,18778.25452
19-09-13,1170,18063.2458
19-09-13,1185,16917.51194
19-09-13,1200,15904.99864
19-09-13,1215,15217.68768
19-09-13,1230,15140.2884
19-09-13,1245,14750.57634
19-09-13,1260,14538.09513
19-09-13,1275,14147.72232
19-09-13,1290,13896.95182
19-09-13,1305,13935.70781
19-09-13,1320,13846.80026
20-09-13,-105,13728.92681
20-09-13,-90,13643.32693
20-09-13,-75,13284.78019
20-09-13,-60,13138.68085
20-09-13,-45,13197.09946
20-09-13,-30,13569.77422
20-09-13,-15,13589.46647
20-09-13,0,13618.30774
20-09-13,15,13550.10993
